[2025-04-10 05:19:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:19:37, systemid=3, lat=35.0729846, lon=129.0906986, alt=30.024, dist_traveled=null, wp_dist=177, dist_to_home=1.3462147616258275E7, vertical_speed=0.026922783, ground_speed=25.50125, wind_vel=0.0, airspeed=24.976934, gps_hdop=1.21, roll=0.14, pitch=-2.45, yaw=32.66, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654}
[2025-04-10 05:19:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:19:38, systemid=3, lat=35.073176, lon=129.0908519, alt=30.015, dist_traveled=null, wp_dist=151, dist_to_home=1.346215125487254E7, vertical_speed=0.010519842, ground_speed=25.49063, wind_vel=0.1852124, airspeed=24.98156, gps_hdop=1.21, roll=-0.01, pitch=-2.40, yaw=32.70, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:17, systemid=3, lat=35.0670577, lon=129.0862202, alt=32.333, dist_traveled=null, wp_dist=952, dist_to_home=1.3462057038997805E7, vertical_speed=0.42815223, ground_speed=25.963259, wind_vel=0.19602744, airspeed=25.564722, gps_hdop=1.21, roll=52.69, pitch=0.87, yaw=-30.49, ch3percent=68.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1684, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:18, systemid=3, lat=35.0672722, lon=129.0861129, alt=32.511, dist_traveled=null, wp_dist=938, dist_to_home=1.346203810310782E7, vertical_speed=-0.31345806, ground_speed=25.727169, wind_vel=0.18987061, airspeed=25.339678, gps_hdop=1.21, roll=50.56, pitch=-0.54, yaw=-8.55, ch3percent=63.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1637, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:19, systemid=3, lat=35.0675003, lon=129.0861091, alt=32.075, dist_traveled=null, wp_dist=918, dist_to_home=1.346202706350016E7, vertical_speed=-0.764912, ground_speed=25.4653, wind_vel=0.18146236, airspeed=25.061514, gps_hdop=1.21, roll=44.22, pitch=-2.01, yaw=10.70, ch3percent=58.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1589, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:20, systemid=3, lat=35.0677182, lon=129.0861932, alt=31.134, dist_traveled=null, wp_dist=893, dist_to_home=1.3462023752706634E7, vertical_speed=-1.0721488, ground_speed=25.301071, wind_vel=0.17060183, airspeed=24.829845, gps_hdop=1.21, roll=34.78, pitch=-3.33, yaw=25.79, ch3percent=57.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1572, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:21, systemid=3, lat=35.0679113, lon=129.0863371, alt=29.987, dist_traveled=null, wp_dist=868, dist_to_home=1.3462026539783858E7, vertical_speed=-0.97450477, ground_speed=25.27159, wind_vel=0.15829664, airspeed=24.774939, gps_hdop=1.21, roll=21.69, pitch=-3.90, yaw=36.42, ch3percent=58.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1583, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:22, systemid=3, lat=35.0680855, lon=129.0865168, alt=28.998, dist_traveled=null, wp_dist=843, dist_to_home=1.3462033167958919E7, vertical_speed=-0.669402, ground_speed=25.331987, wind_vel=0.14475341, airspeed=24.814812, gps_hdop=1.21, roll=8.55, pitch=-3.73, yaw=42.23, ch3percent=61.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1616, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:23, systemid=3, lat=35.0682492, lon=129.0867106, alt=28.416, dist_traveled=null, wp_dist=818, dist_to_home=1.3462041452601193E7, vertical_speed=-0.17708738, ground_speed=25.418999, wind_vel=0.13068457, airspeed=24.90398, gps_hdop=1.21, roll=-0.31, pitch=-2.74, yaw=44.08, ch3percent=64.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1648, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:24, systemid=3, lat=35.0684118, lon=129.0869061, alt=28.276, dist_traveled=null, wp_dist=793, dist_to_home=1.346204992903809E7, vertical_speed=0.109204754, ground_speed=25.438684, wind_vel=0.11544113, airspeed=24.920824, gps_hdop=1.21, roll=-5.11, pitch=-2.07, yaw=43.41, ch3percent=66.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1667, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:25, systemid=3, lat=35.0685778, lon=129.0870958, alt=28.408, dist_traveled=null, wp_dist=768, dist_to_home=1.3462057767128449E7, vertical_speed=0.21483351, ground_speed=25.398687, wind_vel=0.099212214, airspeed=25.00175, gps_hdop=1.21, roll=-6.83, pitch=-1.84, yaw=41.43, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:26, systemid=3, lat=35.0687503, lon=129.0872782, alt=28.646, dist_traveled=null, wp_dist=743, dist_to_home=1.3462064697386026E7, vertical_speed=0.26195848, ground_speed=25.388634, wind_vel=0.085483074, airspeed=24.997498, gps_hdop=1.21, roll=-6.95, pitch=-1.80, yaw=39.11, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:27, systemid=3, lat=35.0689295, lon=129.0874524, alt=28.923, dist_traveled=null, wp_dist=718, dist_to_home=1.3462070636182604E7, vertical_speed=0.23808794, ground_speed=25.393469, wind_vel=0.073868066, airspeed=24.95942, gps_hdop=1.21, roll=-6.43, pitch=-1.91, yaw=36.92, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:28, systemid=3, lat=35.0691136, lon=129.0876184, alt=29.168, dist_traveled=null, wp_dist=692, dist_to_home=1.3462075668168468E7, vertical_speed=0.24586849, ground_speed=25.404997, wind_vel=0.06529467, airspeed=24.886183, gps_hdop=1.21, roll=-4.71, pitch=-1.98, yaw=35.08, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:29, systemid=3, lat=35.0693017, lon=129.0877778, alt=29.433, dist_traveled=null, wp_dist=667, dist_to_home=1.3462079967620468E7, vertical_speed=0.16761851, ground_speed=25.412937, wind_vel=0.060227882, airspeed=24.849298, gps_hdop=1.21, roll=-3.50, pitch=-2.15, yaw=33.60, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:30, systemid=3, lat=35.0694919, lon=129.0879322, alt=29.636, dist_traveled=null, wp_dist=641, dist_to_home=1.3462083755843535E7, vertical_speed=0.07621133, ground_speed=25.3867, wind_vel=0.05723041, airspeed=24.88779, gps_hdop=1.21, roll=-2.40, pitch=-2.41, yaw=32.67, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:31, systemid=3, lat=35.069682, lon=129.0880824, alt=29.745, dist_traveled=null, wp_dist=616, dist_to_home=1.3462087202278256E7, vertical_speed=0.09940235, ground_speed=25.344458, wind_vel=0.057095494, airspeed=24.848967, gps_hdop=1.21, roll=-1.22, pitch=-2.32, yaw=32.07, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:32, systemid=3, lat=35.0698736, lon=129.0882315, alt=29.835, dist_traveled=null, wp_dist=591, dist_to_home=1.3462090487329775E7, vertical_speed=-0.012335401, ground_speed=25.352167, wind_vel=0.060355008, airspeed=24.87275, gps_hdop=1.21, roll=-0.41, pitch=-2.57, yaw=31.72, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:33, systemid=3, lat=35.0700661, lon=129.0883804, alt=29.893, dist_traveled=null, wp_dist=565, dist_to_home=1.3462093713435428E7, vertical_speed=0.066615745, ground_speed=25.387426, wind_vel=0.06566664, airspeed=24.889328, gps_hdop=1.21, roll=-0.04, pitch=-2.43, yaw=31.77, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:34, systemid=3, lat=35.0702591, lon=129.08853, alt=29.964, dist_traveled=null, wp_dist=540, dist_to_home=1.346209697362622E7, vertical_speed=0.025588693, ground_speed=25.415318, wind_vel=0.07136542, airspeed=24.91157, gps_hdop=1.21, roll=0.23, pitch=-2.57, yaw=31.87, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:35, systemid=3, lat=35.0704518, lon=129.0886801, alt=30.009, dist_traveled=null, wp_dist=515, dist_to_home=1.3462100289032161E7, vertical_speed=-0.029494096, ground_speed=25.449322, wind_vel=0.07740094, airspeed=24.85173, gps_hdop=1.21, roll=0.38, pitch=-2.69, yaw=31.95, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:36, systemid=3, lat=35.0706439, lon=129.0888306, alt=30.012, dist_traveled=null, wp_dist=489, dist_to_home=1.3462103665515834E7, vertical_speed=-0.013451397, ground_speed=25.455051, wind_vel=0.08347839, airspeed=24.965448, gps_hdop=1.21, roll=0.68, pitch=-2.61, yaw=32.19, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:37, systemid=3, lat=35.0708346, lon=129.0889811, alt=30.005, dist_traveled=null, wp_dist=464, dist_to_home=1.3462107107716555E7, vertical_speed=-0.015627356, ground_speed=25.421053, wind_vel=0.0920106, airspeed=24.963823, gps_hdop=1.21, roll=0.50, pitch=-2.55, yaw=32.40, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:38, systemid=3, lat=35.0710257, lon=129.089133, alt=29.992, dist_traveled=null, wp_dist=438, dist_to_home=1.3462110646429654E7, vertical_speed=-0.03441899, ground_speed=25.428707, wind_vel=0.100197345, airspeed=24.93798, gps_hdop=1.21, roll=0.24, pitch=-2.58, yaw=32.62, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:39, systemid=3, lat=35.0712168, lon=129.0892857, alt=29.965, dist_traveled=null, wp_dist=413, dist_to_home=1.3462114250987321E7, vertical_speed=0.035149682, ground_speed=25.464174, wind_vel=0.107720695, airspeed=24.960531, gps_hdop=1.21, roll=0.06, pitch=-2.49, yaw=32.62, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:40, systemid=3, lat=35.0714081, lon=129.0894389, alt=29.976, dist_traveled=null, wp_dist=388, dist_to_home=1.3462117887242913E7, vertical_speed=0.0036821936, ground_speed=25.47964, wind_vel=0.1150593, airspeed=24.998228, gps_hdop=1.21, roll=0.06, pitch=-2.56, yaw=32.73, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:41, systemid=3, lat=35.0715997, lon=129.0895927, alt=29.996, dist_traveled=null, wp_dist=362, dist_to_home=1.3462121558738776E7, vertical_speed=0.0330627, ground_speed=25.49343, wind_vel=0.12230419, airspeed=25.000925, gps_hdop=1.21, roll=-0.20, pitch=-2.43, yaw=32.71, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:42, systemid=3, lat=35.0717913, lon=129.0897464, alt=30.039, dist_traveled=null, wp_dist=337, dist_to_home=1.3462125221859407E7, vertical_speed=-0.0030053742, ground_speed=25.48748, wind_vel=0.12954177, airspeed=24.985077, gps_hdop=1.21, roll=-0.31, pitch=-2.57, yaw=32.63, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:43, systemid=3, lat=35.0719815, lon=129.0898987, alt=30.063, dist_traveled=null, wp_dist=311, dist_to_home=1.3462128835250003E7, vertical_speed=-0.032453753, ground_speed=25.396717, wind_vel=0.13954781, airspeed=24.950682, gps_hdop=1.21, roll=-0.30, pitch=-2.52, yaw=32.49, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:44, systemid=3, lat=35.072173, lon=129.0900517, alt=30.047, dist_traveled=null, wp_dist=286, dist_to_home=1.3462132445093462E7, vertical_speed=-0.012574502, ground_speed=25.475454, wind_vel=0.14492701, airspeed=24.955982, gps_hdop=1.21, roll=-0.17, pitch=-2.62, yaw=32.44, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:45, systemid=3, lat=35.0723634, lon=129.0902032, alt=30.08, dist_traveled=null, wp_dist=260, dist_to_home=1.3462135982852856E7, vertical_speed=-0.016532175, ground_speed=25.368313, wind_vel=0.15521383, airspeed=24.988497, gps_hdop=1.21, roll=0.37, pitch=-2.52, yaw=32.54, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:46, systemid=3, lat=35.0725533, lon=129.090355, alt=30.048, dist_traveled=null, wp_dist=235, dist_to_home=1.3462139568742085E7, vertical_speed=-0.03050808, ground_speed=25.399513, wind_vel=0.16361424, airspeed=24.985245, gps_hdop=1.21, roll=0.14, pitch=-2.57, yaw=32.63, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:47, systemid=3, lat=35.0727453, lon=129.0905089, alt=30.039, dist_traveled=null, wp_dist=210, dist_to_home=1.3462143228900878E7, vertical_speed=0.024823405, ground_speed=25.440916, wind_vel=0.17010987, airspeed=24.96224, gps_hdop=1.21, roll=0.02, pitch=-2.55, yaw=32.69, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:48, systemid=3, lat=35.0729356, lon=129.0906617, alt=30.032, dist_traveled=null, wp_dist=184, dist_to_home=1.346214687818352E7, vertical_speed=0.004697124, ground_speed=25.4374, wind_vel=0.1777203, airspeed=25.025244, gps_hdop=1.21, roll=-0.28, pitch=-2.55, yaw=32.73, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:49, systemid=3, lat=35.073127, lon=129.0908151, alt=30.053, dist_traveled=null, wp_dist=159, dist_to_home=1.3462150525075965E7, vertical_speed=-0.0067466623, ground_speed=25.422915, wind_vel=0.18538344, airspeed=24.946857, gps_hdop=1.21, roll=-0.18, pitch=-2.53, yaw=32.70, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:50] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:50, systemid=3, lat=35.0733174, lon=129.0909675, alt=30.044, dist_traveled=null, wp_dist=133, dist_to_home=1.3462154136415666E7, vertical_speed=0.0010763078, ground_speed=25.440487, wind_vel=0.1918086, airspeed=24.9637, gps_hdop=1.21, roll=0.04, pitch=-2.58, yaw=32.67, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:51] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:51, systemid=3, lat=35.0735091, lon=129.091121, alt=30.053, dist_traveled=null, wp_dist=108, dist_to_home=1.3462157777186956E7, vertical_speed=-0.020066781, ground_speed=25.420385, wind_vel=0.19882663, airspeed=24.965677, gps_hdop=1.21, roll=0.04, pitch=-2.56, yaw=32.63, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:52, systemid=3, lat=35.0736989, lon=129.0912731, alt=30.041, dist_traveled=null, wp_dist=83, dist_to_home=1.346216139175622E7, vertical_speed=-0.022686318, ground_speed=25.44951, wind_vel=0.20505674, airspeed=24.941616, gps_hdop=1.21, roll=-0.09, pitch=-2.57, yaw=32.65, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:53, systemid=3, lat=35.073891, lon=129.091427, alt=30.058, dist_traveled=null, wp_dist=57, dist_to_home=1.3462165046440113E7, vertical_speed=0.03006599, ground_speed=25.467451, wind_vel=0.210493, airspeed=24.988268, gps_hdop=1.21, roll=0.08, pitch=-2.54, yaw=32.72, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:54, systemid=3, lat=35.074079, lon=129.0915883, alt=30.002, dist_traveled=null, wp_dist=654, dist_to_home=1.3462169504051398E7, vertical_speed=-0.32199898, ground_speed=25.49152, wind_vel=0.21289793, airspeed=24.944557, gps_hdop=1.21, roll=68.28, pitch=3.67, yaw=63.41, ch3percent=75.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1752, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:55, systemid=3, lat=35.0741392, lon=129.0918404, alt=30.962, dist_traveled=null, wp_dist=668, dist_to_home=1.3462187460356053E7, vertical_speed=-0.40030622, ground_speed=23.348455, wind_vel=0.21352872, airspeed=23.206919, gps_hdop=1.21, roll=56.75, pitch=-1.09, yaw=90.05, ch3percent=32.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1323, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:56, systemid=3, lat=35.0741076, lon=129.0920881, alt=30.046, dist_traveled=null, wp_dist=672, dist_to_home=1.3462209371933931E7, vertical_speed=-1.6651559, ground_speed=22.944244, wind_vel=0.21346097, airspeed=22.719946, gps_hdop=1.21, roll=54.98, pitch=-3.16, yaw=117.27, ch3percent=47.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1474, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:57, systemid=3, lat=35.073986, lon=129.0922868, alt=28.426, dist_traveled=null, wp_dist=667, dist_to_home=1.3462231476518806E7, vertical_speed=-0.9248908, ground_speed=23.373245, wind_vel=0.2109784, airspeed=23.085854, gps_hdop=1.21, roll=54.78, pitch=-0.95, yaw=149.68, ch3percent=61.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1610, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 05:27:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:27:58, systemid=3, lat=35.0737912, lon=129.0923801, alt=27.47, dist_traveled=null, wp_dist=650, dist_to_home=1.3462248333174083E7, vertical_speed=-0.40922487, ground_speed=23.91833, wind_vel=0.20383899, airspeed=23.492308, gps_hdop=1.21, roll=51.72, pitch=-0.06, yaw=178.09, ch3percent=64.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1647, waypoints=[], home_location={lat=0.0, lon=0.0}}
