[2025-04-10 03:27:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:27:46, systemid=3, lat=35.073569, lon=129.0923471, alt=27.183, dist_traveled=null, wp_dist=626, dist_to_home=1.3462256064034782E7, vertical_speed=-0.56596994, ground_speed=24.129744, wind_vel=0.0, airspeed=23.714626, gps_hdop=1.21, roll=42.74, pitch=-1.38, yaw=-161.67, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599}
[2025-04-10 03:27:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:27:47, systemid=3, lat=35.0732837, lon=129.0921612, alt=26.074, dist_traveled=null, wp_dist=590, dist_to_home=1.3462254154778158E7, vertical_speed=-0.74361324, ground_speed=24.314648, wind_vel=0.17087936, airspeed=23.863455, gps_hdop=1.21, roll=21.40, pitch=-3.26, yaw=-145.87, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:16, systemid=3, lat=35.0680167, lon=129.0891939, alt=30.258, dist_traveled=null, wp_dist=198, dist_to_home=1.3462257183249123E7, vertical_speed=-0.272971, ground_speed=25.51477, wind_vel=0.17797977, airspeed=24.98653, gps_hdop=1.21, roll=16.16, pitch=-2.76, yaw=-130.11, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:17, systemid=3, lat=35.0678822, lon=129.0889691, alt=30.008, dist_traveled=null, wp_dist=173, dist_to_home=1.3462244969533915E7, vertical_speed=-0.2359931, ground_speed=25.462662, wind_vel=0.17817792, airspeed=25.031813, gps_hdop=1.21, roll=9.08, pitch=-2.88, yaw=-125.51, ch3percent=64.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1645, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:18, systemid=3, lat=35.0677569, lon=129.0887346, alt=29.828, dist_traveled=null, wp_dist=147, dist_to_home=1.346223152307624E7, vertical_speed=-0.15024638, ground_speed=25.488686, wind_vel=0.17836095, airspeed=25.056286, gps_hdop=1.21, roll=3.73, pitch=-2.72, yaw=-123.07, ch3percent=65.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1651, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:19, systemid=3, lat=35.0676359, lon=129.0884966, alt=29.737, dist_traveled=null, wp_dist=122, dist_to_home=1.346221758562947E7, vertical_speed=-0.052429378, ground_speed=25.500523, wind_vel=0.17876446, airspeed=25.002542, gps_hdop=1.21, roll=0.16, pitch=-2.62, yaw=-122.16, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:20, systemid=3, lat=35.0675152, lon=129.0882582, alt=29.738, dist_traveled=null, wp_dist=96, dist_to_home=1.3462203600963242E7, vertical_speed=0.025492154, ground_speed=25.485346, wind_vel=0.17991777, airspeed=25.005297, gps_hdop=1.21, roll=-1.88, pitch=-2.43, yaw=-122.33, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:21, systemid=3, lat=35.0673933, lon=129.088023, alt=29.763, dist_traveled=null, wp_dist=71, dist_to_home=1.3462189936511924E7, vertical_speed=0.03256993, ground_speed=25.450787, wind_vel=0.18220201, airspeed=25.004602, gps_hdop=1.21, roll=-2.77, pitch=-2.42, yaw=-123.00, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:22, systemid=3, lat=35.0672678, lon=129.0877888, alt=29.816, dist_traveled=null, wp_dist=45, dist_to_home=1.3462176523704112E7, vertical_speed=0.037401658, ground_speed=25.432545, wind_vel=0.18553038, airspeed=24.976751, gps_hdop=1.21, roll=-2.77, pitch=-2.35, yaw=-123.90, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:23, systemid=3, lat=35.0671397, lon=129.0875583, alt=29.871, dist_traveled=null, wp_dist=20, dist_to_home=1.3462163538182167E7, vertical_speed=0.049161877, ground_speed=25.426712, wind_vel=0.18972328, airspeed=25.010933, gps_hdop=1.21, roll=-2.68, pitch=-2.41, yaw=-124.83, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:24, systemid=3, lat=35.0670082, lon=129.087329, alt=29.94, dist_traveled=null, wp_dist=82, dist_to_home=1.346215081138765E7, vertical_speed=0.020125182, ground_speed=25.428925, wind_vel=0.19424199, airspeed=24.978966, gps_hdop=1.21, roll=-2.35, pitch=-2.60, yaw=-125.77, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:25, systemid=3, lat=35.066882, lon=129.0870971, alt=29.898, dist_traveled=null, wp_dist=103, dist_to_home=1.3462137620806407E7, vertical_speed=-0.32356477, ground_speed=25.62183, wind_vel=0.19709592, airspeed=24.995182, gps_hdop=1.21, roll=57.57, pitch=0.42, yaw=-116.94, ch3percent=93.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1934, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:26, systemid=3, lat=35.0668349, lon=129.086821, alt=31.129, dist_traveled=null, wp_dist=81, dist_to_home=1.346211706518968E7, vertical_speed=0.24030061, ground_speed=25.659922, wind_vel=0.19948575, airspeed=25.149687, gps_hdop=1.21, roll=36.84, pitch=-1.71, yaw=-98.29, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:27, systemid=3, lat=35.0668428, lon=129.0865412, alt=31.047, dist_traveled=null, wp_dist=957, dist_to_home=1.3462093618015416E7, vertical_speed=-0.09143747, ground_speed=25.718384, wind_vel=0.20085338, airspeed=25.19825, gps_hdop=1.21, roll=53.67, pitch=-1.17, yaw=-79.63, ch3percent=78.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1783, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:28, systemid=3, lat=35.066958, lon=129.0863001, alt=31.743, dist_traveled=null, wp_dist=958, dist_to_home=1.3462068316809207E7, vertical_speed=1.9176399, ground_speed=26.049032, wind_vel=0.19953449, airspeed=25.705742, gps_hdop=1.21, roll=54.30, pitch=4.46, yaw=-43.98, ch3percent=73.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1738, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:29, systemid=3, lat=35.0671544, lon=129.0861482, alt=32.548, dist_traveled=null, wp_dist=947, dist_to_home=1.346204655379548E7, vertical_speed=-0.024506152, ground_speed=25.797602, wind_vel=0.19344135, airspeed=25.447369, gps_hdop=1.21, roll=52.56, pitch=-0.01, yaw=-24.97, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:30, systemid=3, lat=35.0673802, lon=129.0860937, alt=32.236, dist_traveled=null, wp_dist=929, dist_to_home=1.3462031441047275E7, vertical_speed=-0.4222358, ground_speed=25.619583, wind_vel=0.1860521, airspeed=25.21586, gps_hdop=1.21, roll=49.09, pitch=-0.85, yaw=-2.76, ch3percent=61.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1614, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:31, systemid=3, lat=35.0676053, lon=129.0861383, alt=31.522, dist_traveled=null, wp_dist=906, dist_to_home=1.3462024534106461E7, vertical_speed=-0.89234465, ground_speed=25.381155, wind_vel=0.17573135, airspeed=25.002686, gps_hdop=1.21, roll=42.17, pitch=-2.43, yaw=15.16, ch3percent=58.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1581, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:32, systemid=3, lat=35.0678099, lon=129.0862563, alt=30.457, dist_traveled=null, wp_dist=881, dist_to_home=1.3462024644463124E7, vertical_speed=-1.0640073, ground_speed=25.233051, wind_vel=0.16189656, airspeed=24.867, gps_hdop=1.21, roll=31.17, pitch=-3.57, yaw=29.10, ch3percent=57.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1572, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:33, systemid=3, lat=35.0679922, lon=129.086421, alt=29.368, dist_traveled=null, wp_dist=856, dist_to_home=1.3462029654744089E7, vertical_speed=-0.8535924, ground_speed=25.242304, wind_vel=0.14785324, airspeed=24.776413, gps_hdop=1.21, roll=17.74, pitch=-3.77, yaw=38.31, ch3percent=60.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1603, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:34, systemid=3, lat=35.0681597, lon=129.0866094, alt=28.58, dist_traveled=null, wp_dist=831, dist_to_home=1.3462037315420471E7, vertical_speed=-0.48936075, ground_speed=25.346638, wind_vel=0.13349654, airspeed=24.858402, gps_hdop=1.21, roll=5.72, pitch=-3.30, yaw=43.04, ch3percent=63.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1637, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:35, systemid=3, lat=35.0683225, lon=129.0868057, alt=28.276, dist_traveled=null, wp_dist=806, dist_to_home=1.346204584849926E7, vertical_speed=-0.09468286, ground_speed=25.444193, wind_vel=0.119536564, airspeed=24.934517, gps_hdop=1.21, roll=-2.19, pitch=-2.55, yaw=44.03, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:36, systemid=3, lat=35.0684875, lon=129.0869997, alt=28.335, dist_traveled=null, wp_dist=781, dist_to_home=1.346205408830597E7, vertical_speed=0.17499688, ground_speed=25.474522, wind_vel=0.10604568, airspeed=24.950682, gps_hdop=1.21, roll=-5.85, pitch=-1.93, yaw=42.72, ch3percent=67.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1673, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:37, systemid=3, lat=35.0686566, lon=129.0871851, alt=28.555, dist_traveled=null, wp_dist=755, dist_to_home=1.3462061425932484E7, vertical_speed=0.23095241, ground_speed=25.432945, wind_vel=0.09094703, airspeed=24.977472, gps_hdop=1.21, roll=-7.18, pitch=-1.81, yaw=40.57, ch3percent=67.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1673, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:38, systemid=3, lat=35.068832, lon=129.087362, alt=28.81, dist_traveled=null, wp_dist=730, dist_to_home=1.3462067766169041E7, vertical_speed=0.2539781, ground_speed=25.382193, wind_vel=0.07787782, airspeed=24.955307, gps_hdop=1.21, roll=-6.89, pitch=-1.75, yaw=38.31, ch3percent=67.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1673, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:39, systemid=3, lat=35.0690133, lon=129.0875308, alt=29.073, dist_traveled=null, wp_dist=705, dist_to_home=1.346207316081491E7, vertical_speed=0.22937214, ground_speed=25.369352, wind_vel=0.0681251, airspeed=24.95023, gps_hdop=1.21, roll=-5.85, pitch=-1.93, yaw=36.04, ch3percent=66.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1667, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:40, systemid=3, lat=35.0691999, lon=129.0876929, alt=29.344, dist_traveled=null, wp_dist=680, dist_to_home=1.3462077753543561E7, vertical_speed=0.2097175, ground_speed=25.375837, wind_vel=0.062171664, airspeed=24.910109, gps_hdop=1.21, roll=-4.31, pitch=-2.09, yaw=34.26, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:41, systemid=3, lat=35.0693894, lon=129.0878489, alt=29.531, dist_traveled=null, wp_dist=654, dist_to_home=1.346208170670463E7, vertical_speed=0.16713756, ground_speed=25.397953, wind_vel=0.05952615, airspeed=24.909243, gps_hdop=1.21, roll=-3.01, pitch=-2.17, yaw=33.05, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:42, systemid=3, lat=35.0695809, lon=129.0880011, alt=29.706, dist_traveled=null, wp_dist=629, dist_to_home=1.3462085252302388E7, vertical_speed=0.08842537, ground_speed=25.40474, wind_vel=0.059482075, airspeed=24.843596, gps_hdop=1.21, roll=-1.61, pitch=-2.46, yaw=32.19, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:43, systemid=3, lat=35.0697721, lon=129.0881501, alt=29.829, dist_traveled=null, wp_dist=603, dist_to_home=1.3462088547986079E7, vertical_speed=0.051819485, ground_speed=25.366316, wind_vel=0.06214829, airspeed=24.873417, gps_hdop=1.21, roll=-0.80, pitch=-2.39, yaw=31.77, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:44, systemid=3, lat=35.0699639, lon=129.0882986, alt=29.857, dist_traveled=null, wp_dist=578, dist_to_home=1.3462091774093268E7, vertical_speed=0.012146153, ground_speed=25.37667, wind_vel=0.066933244, airspeed=24.890867, gps_hdop=1.21, roll=-0.06, pitch=-2.53, yaw=31.59, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:45, systemid=3, lat=35.0701563, lon=129.0884474, alt=29.91, dist_traveled=null, wp_dist=553, dist_to_home=1.3462094996597027E7, vertical_speed=0.022413911, ground_speed=25.384737, wind_vel=0.07309851, airspeed=24.913002, gps_hdop=1.21, roll=0.37, pitch=-2.56, yaw=31.72, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:46, systemid=3, lat=35.0703484, lon=129.0885972, alt=29.923, dist_traveled=null, wp_dist=527, dist_to_home=1.3462098315550081E7, vertical_speed=0.026366137, ground_speed=25.415659, wind_vel=0.07997956, airspeed=24.929354, gps_hdop=1.21, roll=0.40, pitch=-2.42, yaw=31.86, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:48] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:47, systemid=3, lat=35.0705402, lon=129.0887481, alt=29.957, dist_traveled=null, wp_dist=502, dist_to_home=1.3462101739198351E7, vertical_speed=-0.01016501, ground_speed=25.427856, wind_vel=0.08723793, airspeed=24.918312, gps_hdop=1.21, roll=0.31, pitch=-2.58, yaw=32.13, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:49] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:48, systemid=3, lat=35.0707322, lon=129.0889002, alt=29.96, dist_traveled=null, wp_dist=477, dist_to_home=1.3462105252271995E7, vertical_speed=0.053982127, ground_speed=25.455627, wind_vel=0.09445173, airspeed=24.950191, gps_hdop=1.21, roll=0.18, pitch=-2.40, yaw=32.35, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:50] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:49, systemid=3, lat=35.0709236, lon=129.0890528, alt=29.981, dist_traveled=null, wp_dist=451, dist_to_home=1.3462108834669199E7, vertical_speed=0.023357678, ground_speed=25.473879, wind_vel=0.10142331, airspeed=24.933546, gps_hdop=1.21, roll=0.05, pitch=-2.52, yaw=32.48, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:51] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:50, systemid=3, lat=35.0711152, lon=129.0892059, alt=29.978, dist_traveled=null, wp_dist=426, dist_to_home=1.3462112448764546E7, vertical_speed=-0.023270901, ground_speed=25.507294, wind_vel=0.10810856, airspeed=25.002392, gps_hdop=1.21, roll=-0.31, pitch=-2.60, yaw=32.52, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:51, systemid=3, lat=35.0713065, lon=129.0893587, alt=29.984, dist_traveled=null, wp_dist=400, dist_to_home=1.3462116052101891E7, vertical_speed=0.002111527, ground_speed=25.494576, wind_vel=0.11558511, airspeed=24.972494, gps_hdop=1.21, roll=-0.18, pitch=-2.50, yaw=32.47, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:52, systemid=3, lat=35.0714978, lon=129.0895117, alt=29.993, dist_traveled=null, wp_dist=375, dist_to_home=1.3462119671804138E7, vertical_speed=-0.011339854, ground_speed=25.489143, wind_vel=0.122904606, airspeed=25.003643, gps_hdop=1.21, roll=-0.23, pitch=-2.51, yaw=32.48, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:53, systemid=3, lat=35.0716892, lon=129.0896645, alt=29.983, dist_traveled=null, wp_dist=349, dist_to_home=1.3462123270182231E7, vertical_speed=-0.011741158, ground_speed=25.491026, wind_vel=0.13031563, airspeed=24.996841, gps_hdop=1.21, roll=-0.15, pitch=-2.52, yaw=32.43, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:54, systemid=3, lat=35.0718807, lon=129.0898172, alt=29.986, dist_traveled=null, wp_dist=324, dist_to_home=1.3462126855482606E7, vertical_speed=0.026645023, ground_speed=25.481339, wind_vel=0.13799775, airspeed=24.991875, gps_hdop=1.21, roll=0.11, pitch=-2.43, yaw=32.35, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:55, systemid=3, lat=35.0720726, lon=129.0899702, alt=30.012, dist_traveled=null, wp_dist=298, dist_to_home=1.3462130446580298E7, vertical_speed=-0.022821495, ground_speed=25.464237, wind_vel=0.14557092, airspeed=24.965845, gps_hdop=1.21, roll=0.05, pitch=-2.53, yaw=32.40, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:58:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:58:56, systemid=3, lat=35.0722636, lon=129.0901231, alt=30.016, dist_traveled=null, wp_dist=273, dist_to_home=1.3462134071634114E7, vertical_speed=-0.0015638364, ground_speed=25.4885, wind_vel=0.15182763, airspeed=24.967642, gps_hdop=1.21, roll=0.08, pitch=-2.54, yaw=32.52, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
