[2025-04-10 06:51:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:25, systemid=3, lat=35.0724056, lon=129.0913732, alt=27.162, dist_traveled=null, wp_dist=474, dist_to_home=1.3462230478799336E7, vertical_speed=0.48322156, ground_speed=25.201523, wind_vel=0.1097188, airspeed=24.78562, gps_hdop=1.21, roll=-11.46, pitch=-1.11, yaw=-154.13, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690}
[2025-04-10 06:51:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:26, systemid=3, lat=35.0721999, lon=129.0912576, alt=27.677, dist_traveled=null, wp_dist=449, dist_to_home=1.3462230621500654E7, vertical_speed=0.39642644, ground_speed=25.246979, wind_vel=0.09982847, airspeed=24.83727, gps_hdop=1.21, roll=-8.60, pitch=-1.42, yaw=-157.61, ch3percent=68.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1683, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:56:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:56:58, systemid=3, lat=35.0714398, lon=129.0909268, alt=29.051, dist_traveled=null, wp_dist=357, dist_to_home=1.346223909431093E7, vertical_speed=0.1964857, ground_speed=25.332613, wind_vel=0.0685923, airspeed=24.751087, gps_hdop=1.21, roll=-1.47, pitch=-2.29, yaw=-162.74, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:56:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:56:59, systemid=3, lat=35.0712241, lon=129.0908437, alt=29.258, dist_traveled=null, wp_dist=332, dist_to_home=1.3462242386932196E7, vertical_speed=0.1766104, ground_speed=25.312489, wind_vel=0.071273044, airspeed=24.769062, gps_hdop=1.21, roll=-0.10, pitch=-2.23, yaw=-163.02, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:00, systemid=3, lat=35.0710075, lon=129.0907602, alt=29.418, dist_traveled=null, wp_dist=307, dist_to_home=1.3462245688800776E7, vertical_speed=0.18426636, ground_speed=25.352303, wind_vel=0.07544171, airspeed=24.784851, gps_hdop=1.21, roll=0.69, pitch=-2.21, yaw=-162.99, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:01, systemid=3, lat=35.0707909, lon=129.0906755, alt=29.55, dist_traveled=null, wp_dist=282, dist_to_home=1.3462248891613407E7, vertical_speed=0.12347748, ground_speed=25.377909, wind_vel=0.08098904, airspeed=24.817392, gps_hdop=1.21, roll=0.67, pitch=-2.32, yaw=-162.62, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:02, systemid=3, lat=35.0705742, lon=129.0905888, alt=29.694, dist_traveled=null, wp_dist=256, dist_to_home=1.3462251934100328E7, vertical_speed=0.04583094, ground_speed=25.406752, wind_vel=0.08635838, airspeed=24.86399, gps_hdop=1.21, roll=1.04, pitch=-2.44, yaw=-162.15, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:03, systemid=3, lat=35.0703594, lon=129.0905008, alt=29.77, dist_traveled=null, wp_dist=231, dist_to_home=1.3462254779918844E7, vertical_speed=0.065572746, ground_speed=25.366919, wind_vel=0.09414656, airspeed=24.90409, gps_hdop=1.21, roll=1.00, pitch=-2.40, yaw=-161.71, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:04, systemid=3, lat=35.0701433, lon=129.0904103, alt=29.834, dist_traveled=null, wp_dist=206, dist_to_home=1.346225748061564E7, vertical_speed=0.049243625, ground_speed=25.400723, wind_vel=0.10092968, airspeed=24.841846, gps_hdop=1.21, roll=0.38, pitch=-2.48, yaw=-161.51, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:05, systemid=3, lat=35.0699283, lon=129.0903193, alt=29.848, dist_traveled=null, wp_dist=180, dist_to_home=1.3462260088240827E7, vertical_speed=0.07887009, ground_speed=25.419355, wind_vel=0.10843454, airspeed=24.957008, gps_hdop=1.21, roll=0.22, pitch=-2.32, yaw=-161.37, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:06, systemid=3, lat=35.0697128, lon=129.0902276, alt=29.9, dist_traveled=null, wp_dist=155, dist_to_home=1.3462262661553057E7, vertical_speed=0.0456717, ground_speed=25.43362, wind_vel=0.11627966, airspeed=24.91211, gps_hdop=1.21, roll=-0.02, pitch=-2.39, yaw=-161.25, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:07, systemid=3, lat=35.069497, lon=129.0901356, alt=29.907, dist_traveled=null, wp_dist=129, dist_to_home=1.3462265224131402E7, vertical_speed=0.06524601, ground_speed=25.439186, wind_vel=0.123687185, airspeed=24.962313, gps_hdop=1.21, roll=-0.21, pitch=-2.38, yaw=-161.35, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:08, systemid=3, lat=35.0692826, lon=129.0900444, alt=29.941, dist_traveled=null, wp_dist=104, dist_to_home=1.3462267786735453E7, vertical_speed=-0.060742766, ground_speed=25.4028, wind_vel=0.133159, airspeed=24.920395, gps_hdop=1.21, roll=0.02, pitch=-2.60, yaw=-161.41, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:09, systemid=3, lat=35.0690665, lon=129.0899525, alt=29.937, dist_traveled=null, wp_dist=79, dist_to_home=1.346227037146289E7, vertical_speed=0.026883423, ground_speed=25.458504, wind_vel=0.14002344, airspeed=24.96475, gps_hdop=1.21, roll=0.03, pitch=-2.42, yaw=-161.43, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:10, systemid=3, lat=35.0688507, lon=129.0898606, alt=30.017, dist_traveled=null, wp_dist=53, dist_to_home=1.3462272941977123E7, vertical_speed=-0.003818704, ground_speed=25.445368, wind_vel=0.14867987, airspeed=24.989166, gps_hdop=1.21, roll=0.09, pitch=-2.54, yaw=-161.31, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:11, systemid=3, lat=35.068635, lon=129.0897687, alt=30.048, dist_traveled=null, wp_dist=280, dist_to_home=1.3462275507684536E7, vertical_speed=-0.005349625, ground_speed=25.44368, wind_vel=0.15604877, airspeed=24.933233, gps_hdop=1.21, roll=-0.28, pitch=-2.58, yaw=-161.39, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:12, systemid=3, lat=35.0684257, lon=129.0896573, alt=30.09, dist_traveled=null, wp_dist=258, dist_to_home=1.3462276164163835E7, vertical_speed=1.0965362, ground_speed=25.66859, wind_vel=0.16114606, airspeed=25.066578, gps_hdop=1.21, roll=27.38, pitch=1.07, yaw=-147.62, ch3percent=75.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1754, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:13, systemid=3, lat=35.0682423, lon=129.0894877, alt=30.516, dist_traveled=null, wp_dist=234, dist_to_home=1.3462270802786238E7, vertical_speed=-0.2865189, ground_speed=25.621284, wind_vel=0.16490322, airspeed=25.007181, gps_hdop=1.21, roll=26.49, pitch=-2.40, yaw=-141.22, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:14, systemid=3, lat=35.0680818, lon=129.0892892, alt=30.381, dist_traveled=null, wp_dist=209, dist_to_home=1.3462261980952557E7, vertical_speed=-0.27191728, ground_speed=25.509583, wind_vel=0.16749321, airspeed=25.012274, gps_hdop=1.21, roll=17.12, pitch=-2.76, yaw=-131.29, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:15, systemid=3, lat=35.0679405, lon=129.0890708, alt=30.118, dist_traveled=null, wp_dist=183, dist_to_home=1.3462250614893971E7, vertical_speed=-0.28010935, ground_speed=25.494034, wind_vel=0.16951065, airspeed=25.002, gps_hdop=1.21, roll=10.34, pitch=-2.91, yaw=-126.37, ch3percent=64.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1647, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:16, systemid=3, lat=35.0678112, lon=129.0888395, alt=29.887, dist_traveled=null, wp_dist=158, dist_to_home=1.346223762050827E7, vertical_speed=-0.121437, ground_speed=25.470263, wind_vel=0.17072779, airspeed=25.016928, gps_hdop=1.21, roll=4.98, pitch=-2.64, yaw=-123.44, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:17, systemid=3, lat=35.0676889, lon=129.0886036, alt=29.771, dist_traveled=null, wp_dist=132, dist_to_home=1.3462223917439237E7, vertical_speed=-0.039349146, ground_speed=25.49935, wind_vel=0.172055, airspeed=25.034008, gps_hdop=1.21, roll=0.96, pitch=-2.49, yaw=-122.24, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:18, systemid=3, lat=35.0675676, lon=129.0883637, alt=29.726, dist_traveled=null, wp_dist=107, dist_to_home=1.3462209837338977E7, vertical_speed=0.069533594, ground_speed=25.518047, wind_vel=0.17376347, airspeed=25.008366, gps_hdop=1.21, roll=-1.59, pitch=-2.34, yaw=-122.12, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:19, systemid=3, lat=35.0674458, lon=129.0881259, alt=29.773, dist_traveled=null, wp_dist=81, dist_to_home=1.3462195953815632E7, vertical_speed=0.03520434, ground_speed=25.544916, wind_vel=0.17541505, airspeed=25.024902, gps_hdop=1.21, roll=-2.59, pitch=-2.43, yaw=-122.83, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:20, systemid=3, lat=35.0673217, lon=129.0878908, alt=29.819, dist_traveled=null, wp_dist=56, dist_to_home=1.3462182401000667E7, vertical_speed=0.04412466, ground_speed=25.484869, wind_vel=0.17956966, airspeed=25.014996, gps_hdop=1.21, roll=-2.95, pitch=-2.43, yaw=-123.46, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:21, systemid=3, lat=35.0671951, lon=129.0876591, alt=29.868, dist_traveled=null, wp_dist=30, dist_to_home=1.3462169246028364E7, vertical_speed=0.017471503, ground_speed=25.460709, wind_vel=0.18318744, airspeed=25.003923, gps_hdop=1.21, roll=-2.87, pitch=-2.49, yaw=-124.44, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:22, systemid=3, lat=35.0670649, lon=129.087429, alt=29.901, dist_traveled=null, wp_dist=5, dist_to_home=1.3462156392178273E7, vertical_speed=0.05254732, ground_speed=25.439924, wind_vel=0.18862918, airspeed=24.976543, gps_hdop=1.21, roll=-2.26, pitch=-2.39, yaw=-125.45, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:23, systemid=3, lat=35.066933, lon=129.0872016, alt=29.939, dist_traveled=null, wp_dist=110, dist_to_home=1.3462143840817919E7, vertical_speed=0.12831657, ground_speed=25.420826, wind_vel=0.19336848, airspeed=24.927038, gps_hdop=1.21, roll=19.91, pitch=-3.08, yaw=-122.74, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:24, systemid=3, lat=35.0668492, lon=129.0869425, alt=30.553, dist_traveled=null, wp_dist=90, dist_to_home=1.3462126413077608E7, vertical_speed=1.0740017, ground_speed=25.691978, wind_vel=0.1958923, airspeed=25.250591, gps_hdop=1.21, roll=33.81, pitch=-0.11, yaw=-99.76, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:25, systemid=3, lat=35.0668335, lon=129.0866633, alt=30.986, dist_traveled=null, wp_dist=952, dist_to_home=1.3462104125184879E7, vertical_speed=0.06384376, ground_speed=25.6832, wind_vel=0.19893962, airspeed=25.104286, gps_hdop=1.21, roll=42.29, pitch=-0.46, yaw=-84.62, ch3percent=69.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1694, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:26, systemid=3, lat=35.06689, lon=129.0863911, alt=30.91, dist_traveled=null, wp_dist=959, dist_to_home=1.346207901940773E7, vertical_speed=0.37993798, ground_speed=26.18785, wind_vel=0.19981013, airspeed=25.43233, gps_hdop=1.21, roll=59.93, pitch=2.88, yaw=-60.26, ch3percent=97.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1979, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:27, systemid=3, lat=35.0670623, lon=129.0862024, alt=32.391, dist_traveled=null, wp_dist=952, dist_to_home=1.346205535468581E7, vertical_speed=0.3655807, ground_speed=25.880318, wind_vel=0.19696178, airspeed=25.491716, gps_hdop=1.21, roll=52.64, pitch=0.74, yaw=-29.31, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:28, systemid=3, lat=35.0672775, lon=129.0861008, alt=32.482, dist_traveled=null, wp_dist=937, dist_to_home=1.3462036855971994E7, vertical_speed=-0.3158182, ground_speed=25.745716, wind_vel=0.19169812, airspeed=25.311499, gps_hdop=1.21, roll=51.53, pitch=-0.39, yaw=-12.82, ch3percent=63.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1639, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:29, systemid=3, lat=35.0675072, lon=129.086103, alt=31.998, dist_traveled=null, wp_dist=916, dist_to_home=1.3462026235956786E7, vertical_speed=-0.69654876, ground_speed=25.540852, wind_vel=0.18377066, airspeed=25.124813, gps_hdop=1.21, roll=45.79, pitch=-1.75, yaw=7.38, ch3percent=58.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1586, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:30, systemid=3, lat=35.0677228, lon=129.0861911, alt=31.084, dist_traveled=null, wp_dist=892, dist_to_home=1.3462023363204105E7, vertical_speed=-1.040065, ground_speed=25.330557, wind_vel=0.1727005, airspeed=24.894104, gps_hdop=1.21, roll=36.98, pitch=-3.06, yaw=23.31, ch3percent=56.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1569, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:31, systemid=3, lat=35.0679145, lon=129.0863378, alt=29.986, dist_traveled=null, wp_dist=867, dist_to_home=1.3462026447033394E7, vertical_speed=-1.0543913, ground_speed=25.235666, wind_vel=0.1592885, airspeed=24.765158, gps_hdop=1.21, roll=24.47, pitch=-3.89, yaw=34.76, ch3percent=58.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1584, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:32, systemid=3, lat=35.0680862, lon=129.0865168, alt=29.037, dist_traveled=null, wp_dist=842, dist_to_home=1.3462033135041133E7, vertical_speed=-0.75898635, ground_speed=25.236624, wind_vel=0.14358371, airspeed=24.800537, gps_hdop=1.21, roll=11.18, pitch=-3.83, yaw=41.58, ch3percent=61.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1614, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:33, systemid=3, lat=35.0682489, lon=129.0867102, alt=28.447, dist_traveled=null, wp_dist=817, dist_to_home=1.3462041433720902E7, vertical_speed=-0.3456019, ground_speed=25.335657, wind_vel=0.12806381, airspeed=24.890963, gps_hdop=1.21, roll=1.20, pitch=-3.10, yaw=44.10, ch3percent=64.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1649, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:34, systemid=3, lat=35.0684114, lon=129.0869061, alt=28.285, dist_traveled=null, wp_dist=792, dist_to_home=1.3462049947848594E7, vertical_speed=0.10353322, ground_speed=25.398434, wind_vel=0.1125205, airspeed=24.92231, gps_hdop=1.21, roll=-5.41, pitch=-2.15, yaw=43.60, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:35, systemid=3, lat=35.068578, lon=129.0870971, alt=28.385, dist_traveled=null, wp_dist=767, dist_to_home=1.3462057864933392E7, vertical_speed=0.27185112, ground_speed=25.44727, wind_vel=0.09856047, airspeed=24.987179, gps_hdop=1.21, roll=-7.03, pitch=-1.79, yaw=41.62, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:36, systemid=3, lat=35.0687506, lon=129.0872799, alt=28.665, dist_traveled=null, wp_dist=741, dist_to_home=1.3462064823475383E7, vertical_speed=0.30036807, ground_speed=25.40568, wind_vel=0.084650114, airspeed=24.952963, gps_hdop=1.21, roll=-7.25, pitch=-1.71, yaw=39.18, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:37, systemid=3, lat=35.0689293, lon=129.0874537, alt=28.967, dist_traveled=null, wp_dist=716, dist_to_home=1.3462070752797505E7, vertical_speed=0.27173346, ground_speed=25.434372, wind_vel=0.07443825, airspeed=24.942324, gps_hdop=1.21, roll=-6.44, pitch=-1.89, yaw=36.97, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:57:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:57:38, systemid=3, lat=35.0691134, lon=129.0876193, alt=29.248, dist_traveled=null, wp_dist=691, dist_to_home=1.3462075751795638E7, vertical_speed=0.21956086, ground_speed=25.400297, wind_vel=0.06607253, airspeed=24.8892, gps_hdop=1.21, roll=-5.27, pitch=-2.03, yaw=35.40, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lat=0.0, lon=0.0}}
