[2025-04-10 02:55:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:55:24, systemid=3, lat=35.0685152, lon=129.0897116, alt=29.853, dist_traveled=null, wp_dist=269, dist_to_home=1.3462276432990892E7, vertical_speed=-0.10603938, ground_speed=25.524956, wind_vel=0.0, airspeed=24.964106, gps_hdop=1.21, roll=38.76, pitch=-2.93, yaw=-158.25, ch3percent=72.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1722}
[2025-04-10 02:55:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 02:55:25, systemid=3, lat=35.0683202, lon=129.0895616, alt=30.419, dist_traveled=null, wp_dist=245, dist_to_home=1.3462273233596994E7, vertical_speed=0.37718487, ground_speed=25.711788, wind_vel=0.2901665, airspeed=25.150724, gps_hdop=1.21, roll=23.24, pitch=-1.74, yaw=-144.94, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1646, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:00, systemid=3, lat=35.0677045, lon=129.0861813, alt=31.067, dist_traveled=null, wp_dist=894, dist_to_home=1.3462023415537361E7, vertical_speed=-1.0521848, ground_speed=25.344875, wind_vel=0.17283802, airspeed=24.8989, gps_hdop=1.21, roll=35.30, pitch=-3.14, yaw=25.32, ch3percent=57.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1576, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:01, systemid=3, lat=35.0678994, lon=129.086325, alt=29.95, dist_traveled=null, wp_dist=869, dist_to_home=1.3462026101484807E7, vertical_speed=-0.95872575, ground_speed=25.292044, wind_vel=0.15975016, airspeed=24.79625, gps_hdop=1.21, roll=22.14, pitch=-3.73, yaw=36.05, ch3percent=58.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1582, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:02, systemid=3, lat=35.0680728, lon=129.0865034, alt=28.993, dist_traveled=null, wp_dist=844, dist_to_home=1.3462032660077577E7, vertical_speed=-0.6648812, ground_speed=25.323788, wind_vel=0.14625481, airspeed=24.8001, gps_hdop=1.21, roll=9.01, pitch=-3.54, yaw=41.93, ch3percent=61.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1618, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:03, systemid=3, lat=35.068236, lon=129.0866971, alt=28.419, dist_traveled=null, wp_dist=819, dist_to_home=1.3462040959995512E7, vertical_speed=-0.27170715, ground_speed=25.385563, wind_vel=0.1317823, airspeed=24.85964, gps_hdop=1.21, roll=-0.03, pitch=-2.82, yaw=43.84, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:04, systemid=3, lat=35.0683979, lon=129.086893, alt=28.231, dist_traveled=null, wp_dist=794, dist_to_home=1.3462049502348717E7, vertical_speed=0.12648451, ground_speed=25.422226, wind_vel=0.11709774, airspeed=24.950779, gps_hdop=1.21, roll=-5.29, pitch=-1.99, yaw=43.09, ch3percent=67.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1670, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:05, systemid=3, lat=35.0685647, lon=129.0870846, alt=28.369, dist_traveled=null, wp_dist=769, dist_to_home=1.3462057459519893E7, vertical_speed=0.25596684, ground_speed=25.440027, wind_vel=0.103366025, airspeed=25.005695, gps_hdop=1.21, roll=-7.23, pitch=-1.73, yaw=41.11, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:06, systemid=3, lat=35.0687377, lon=129.0872675, alt=28.663, dist_traveled=null, wp_dist=744, dist_to_home=1.3462064407507695E7, vertical_speed=0.30435538, ground_speed=25.41091, wind_vel=0.090487845, airspeed=24.95471, gps_hdop=1.21, roll=-7.22, pitch=-1.64, yaw=38.67, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:07, systemid=3, lat=35.0689162, lon=129.0874408, alt=28.982, dist_traveled=null, wp_dist=718, dist_to_home=1.3462070305010406E7, vertical_speed=0.27292633, ground_speed=25.335962, wind_vel=0.07860303, airspeed=24.952902, gps_hdop=1.21, roll=-6.35, pitch=-1.76, yaw=36.38, ch3percent=66.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1665, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:08, systemid=3, lat=35.0690989, lon=129.0876051, alt=29.244, dist_traveled=null, wp_dist=693, dist_to_home=1.3462075262648275E7, vertical_speed=0.19128908, ground_speed=25.294018, wind_vel=0.06980716, airspeed=24.877943, gps_hdop=1.21, roll=-4.86, pitch=-2.03, yaw=34.49, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:09, systemid=3, lat=35.0692862, lon=129.0877634, alt=29.442, dist_traveled=null, wp_dist=668, dist_to_home=1.3462079509018417E7, vertical_speed=0.16202787, ground_speed=25.326998, wind_vel=0.06553793, airspeed=24.874758, gps_hdop=1.21, roll=-3.29, pitch=-2.12, yaw=33.15, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:10, systemid=3, lat=35.0694765, lon=129.0879175, alt=29.624, dist_traveled=null, wp_dist=642, dist_to_home=1.3462083267809354E7, vertical_speed=0.11551997, ground_speed=25.367207, wind_vel=0.06470391, airspeed=24.88689, gps_hdop=1.21, roll=-2.04, pitch=-2.34, yaw=32.25, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:11, systemid=3, lat=35.0696685, lon=129.0880687, alt=29.778, dist_traveled=null, wp_dist=617, dist_to_home=1.3462086707367286E7, vertical_speed=0.107244894, ground_speed=25.402546, wind_vel=0.06649571, airspeed=24.88864, gps_hdop=1.21, roll=-0.90, pitch=-2.38, yaw=31.79, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:12, systemid=3, lat=35.0698613, lon=129.0882189, alt=29.892, dist_traveled=null, wp_dist=592, dist_to_home=1.3462090026707193E7, vertical_speed=0.012139365, ground_speed=25.424112, wind_vel=0.069419086, airspeed=24.848572, gps_hdop=1.21, roll=-0.39, pitch=-2.56, yaw=31.46, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:13, systemid=3, lat=35.0700535, lon=129.0883679, alt=29.944, dist_traveled=null, wp_dist=566, dist_to_home=1.3462093275177604E7, vertical_speed=0.033650897, ground_speed=25.42888, wind_vel=0.073735334, airspeed=24.881666, gps_hdop=1.21, roll=0.19, pitch=-2.54, yaw=31.46, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:14, systemid=3, lat=35.0702459, lon=129.0885172, alt=29.985, dist_traveled=null, wp_dist=541, dist_to_home=1.3462096538855856E7, vertical_speed=-0.016395038, ground_speed=25.441925, wind_vel=0.078819774, airspeed=24.873362, gps_hdop=1.21, roll=0.51, pitch=-2.60, yaw=31.66, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:15, systemid=3, lat=35.0704377, lon=129.0886673, alt=29.995, dist_traveled=null, wp_dist=516, dist_to_home=1.346209989659894E7, vertical_speed=-0.031475544, ground_speed=25.448381, wind_vel=0.08471878, airspeed=24.901276, gps_hdop=1.21, roll=0.45, pitch=-2.54, yaw=31.88, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:16, systemid=3, lat=35.0706283, lon=129.0888175, alt=29.975, dist_traveled=null, wp_dist=490, dist_to_home=1.346210331889936E7, vertical_speed=-0.050620466, ground_speed=25.404156, wind_vel=0.092411265, airspeed=24.948343, gps_hdop=1.21, roll=0.30, pitch=-2.47, yaw=32.04, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:17, systemid=3, lat=35.070819, lon=129.088969, alt=29.947, dist_traveled=null, wp_dist=465, dist_to_home=1.346210684357601E7, vertical_speed=0.02917013, ground_speed=25.413097, wind_vel=0.100976646, airspeed=25.024218, gps_hdop=1.21, roll=-0.07, pitch=-2.35, yaw=32.38, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:18, systemid=3, lat=35.0710101, lon=129.0891217, alt=29.977, dist_traveled=null, wp_dist=440, dist_to_home=1.346211044827141E7, vertical_speed=-0.009039458, ground_speed=25.409689, wind_vel=0.10971523, airspeed=25.002457, gps_hdop=1.21, roll=-0.03, pitch=-2.54, yaw=32.39, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:19, systemid=3, lat=35.0712013, lon=129.0892746, alt=30.004, dist_traveled=null, wp_dist=414, dist_to_home=1.3462114064628819E7, vertical_speed=-0.015583168, ground_speed=25.42638, wind_vel=0.11794613, airspeed=24.944254, gps_hdop=1.21, roll=-0.17, pitch=-2.53, yaw=32.33, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:20, systemid=3, lat=35.0713926, lon=129.0894275, alt=29.996, dist_traveled=null, wp_dist=389, dist_to_home=1.3462117676155047E7, vertical_speed=0.017736554, ground_speed=25.45256, wind_vel=0.12534393, airspeed=24.989061, gps_hdop=1.21, roll=-0.08, pitch=-2.47, yaw=32.33, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:21, systemid=3, lat=35.0715844, lon=129.0895808, alt=30.014, dist_traveled=null, wp_dist=363, dist_to_home=1.3462121297022376E7, vertical_speed=0.0068906825, ground_speed=25.480207, wind_vel=0.13244444, airspeed=24.971449, gps_hdop=1.21, roll=-0.04, pitch=-2.52, yaw=32.34, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:22, systemid=3, lat=35.0717765, lon=129.0897342, alt=30.03, dist_traveled=null, wp_dist=338, dist_to_home=1.3462124911897385E7, vertical_speed=0.028087882, ground_speed=25.514883, wind_vel=0.13850042, airspeed=24.933258, gps_hdop=1.21, roll=0.04, pitch=-2.52, yaw=32.49, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:23, systemid=3, lat=35.0719687, lon=129.0898884, alt=30.035, dist_traveled=null, wp_dist=312, dist_to_home=1.3462128587910676E7, vertical_speed=-0.012510143, ground_speed=25.529251, wind_vel=0.14380813, airspeed=24.98369, gps_hdop=1.21, roll=-0.35, pitch=-2.70, yaw=32.48, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:24, systemid=3, lat=35.0721596, lon=129.0900414, alt=30.048, dist_traveled=null, wp_dist=287, dist_to_home=1.3462132225983232E7, vertical_speed=0.0048030205, ground_speed=25.517935, wind_vel=0.15025616, airspeed=24.96464, gps_hdop=1.21, roll=-0.25, pitch=-2.56, yaw=32.43, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:25, systemid=3, lat=35.0723516, lon=129.0901949, alt=30.042, dist_traveled=null, wp_dist=261, dist_to_home=1.3462135853421321E7, vertical_speed=0.016364878, ground_speed=25.500614, wind_vel=0.15680355, airspeed=24.990814, gps_hdop=1.21, roll=-0.05, pitch=-2.62, yaw=32.50, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:26, systemid=3, lat=35.0725421, lon=129.0903474, alt=30.05, dist_traveled=null, wp_dist=236, dist_to_home=1.3462139468820617E7, vertical_speed=-0.0069946074, ground_speed=25.49013, wind_vel=0.16360104, airspeed=25.008015, gps_hdop=1.21, roll=-0.17, pitch=-2.52, yaw=32.40, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:27, systemid=3, lat=35.0727339, lon=129.090501, alt=30.034, dist_traveled=null, wp_dist=210, dist_to_home=1.346214311365496E7, vertical_speed=-0.007490567, ground_speed=25.47574, wind_vel=0.17037553, airspeed=24.943127, gps_hdop=1.21, roll=-0.24, pitch=-2.55, yaw=32.38, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:28, systemid=3, lat=35.0729254, lon=129.0906541, alt=30.026, dist_traveled=null, wp_dist=185, dist_to_home=1.3462146731240362E7, vertical_speed=-0.015496883, ground_speed=25.49774, wind_vel=0.1761159, airspeed=24.995142, gps_hdop=1.21, roll=-0.11, pitch=-2.59, yaw=32.38, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:29, systemid=3, lat=35.0731169, lon=129.0908072, alt=30.018, dist_traveled=null, wp_dist=159, dist_to_home=1.3462150348697463E7, vertical_speed=0.020508623, ground_speed=25.473919, wind_vel=0.1828807, airspeed=25.00898, gps_hdop=1.21, roll=0.11, pitch=-2.40, yaw=32.36, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:30, systemid=3, lat=35.0733073, lon=129.0909593, alt=30.006, dist_traveled=null, wp_dist=134, dist_to_home=1.3462153935305571E7, vertical_speed=-0.08900892, ground_speed=25.443419, wind_vel=0.19038725, airspeed=24.965311, gps_hdop=1.21, roll=-0.07, pitch=-2.70, yaw=32.39, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:31, systemid=3, lat=35.0734985, lon=129.0911123, alt=29.987, dist_traveled=null, wp_dist=109, dist_to_home=1.3462157558371874E7, vertical_speed=-0.0073347585, ground_speed=25.471092, wind_vel=0.19651529, airspeed=25.017847, gps_hdop=1.21, roll=-0.17, pitch=-2.53, yaw=32.37, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:32, systemid=3, lat=35.0736904, lon=129.0912659, alt=29.988, dist_traveled=null, wp_dist=83, dist_to_home=1.346216119786018E7, vertical_speed=0.007798255, ground_speed=25.502329, wind_vel=0.20190094, airspeed=25.00614, gps_hdop=1.21, roll=-0.07, pitch=-2.45, yaw=32.40, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:33, systemid=3, lat=35.0738823, lon=129.0914197, alt=29.989, dist_traveled=null, wp_dist=57, dist_to_home=1.3462164853711491E7, vertical_speed=0.060132835, ground_speed=25.522362, wind_vel=0.20715609, airspeed=25.057402, gps_hdop=1.21, roll=-0.20, pitch=-2.42, yaw=32.53, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:34, systemid=3, lat=35.0740711, lon=129.0915793, alt=29.988, dist_traveled=null, wp_dist=653, dist_to_home=1.3462169133517101E7, vertical_speed=-0.4939657, ground_speed=25.596153, wind_vel=0.21028824, airspeed=25.02753, gps_hdop=1.21, roll=69.94, pitch=3.11, yaw=60.50, ch3percent=78.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1788, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:35, systemid=3, lat=35.0741366, lon=129.0918285, alt=30.888, dist_traveled=null, wp_dist=668, dist_to_home=1.3462186601390695E7, vertical_speed=-0.26216546, ground_speed=23.400852, wind_vel=0.2113261, airspeed=23.459534, gps_hdop=1.21, roll=56.65, pitch=-0.79, yaw=89.20, ch3percent=31.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1318, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:36, systemid=3, lat=35.0741067, lon=129.0920776, alt=30.014, dist_traveled=null, wp_dist=672, dist_to_home=1.3462208548447264E7, vertical_speed=-1.6899685, ground_speed=23.068966, wind_vel=0.20909698, airspeed=22.75606, gps_hdop=1.21, roll=54.99, pitch=-2.99, yaw=116.22, ch3percent=47.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1475, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:37, systemid=3, lat=35.0739856, lon=129.0922804, alt=28.371, dist_traveled=null, wp_dist=666, dist_to_home=1.3462230967595113E7, vertical_speed=-0.93252504, ground_speed=23.532114, wind_vel=0.20492798, airspeed=23.030752, gps_hdop=1.21, roll=55.06, pitch=-0.76, yaw=148.90, ch3percent=61.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1619, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:38, systemid=3, lat=35.0737906, lon=129.0923755, alt=27.511, dist_traveled=null, wp_dist=649, dist_to_home=1.3462247982083831E7, vertical_speed=-0.42866912, ground_speed=24.006876, wind_vel=0.19720285, airspeed=23.47209, gps_hdop=1.21, roll=51.83, pitch=-0.01, yaw=177.19, ch3percent=64.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1648, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:39, systemid=3, lat=35.0735767, lon=129.0923505, alt=27.012, dist_traveled=null, wp_dist=627, dist_to_home=1.3462255982200027E7, vertical_speed=-0.525789, ground_speed=24.265736, wind_vel=0.18659362, airspeed=23.68718, gps_hdop=1.21, roll=42.71, pitch=-1.10, yaw=-161.81, ch3percent=60.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1609, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 03:08:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 03:08:40, systemid=3, lat=35.0733793, lon=129.0922386, alt=26.406, dist_traveled=null, wp_dist=603, dist_to_home=1.3462256040339438E7, vertical_speed=-0.72889674, ground_speed=24.416487, wind_vel=0.17414382, airspeed=23.881472, gps_hdop=1.21, roll=26.36, pitch=-2.80, yaw=-148.31, ch3percent=58.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1587, waypoints=[], home_location={lat=0.0, lon=0.0}}
