[2025-04-10 05:38:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:38:55, systemid=3, lat=35.0735392, lon=129.0923347, alt=26.945, dist_traveled=null, wp_dist=622, dist_to_home=1.346225644328562E7, vertical_speed=-0.6108834, ground_speed=24.216747, wind_vel=0.0, airspeed=23.737926, gps_hdop=1.21, roll=40.15, pitch=-1.64, yaw=-158.49, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599}
[2025-04-10 05:38:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 05:38:56, systemid=3, lat=35.0732571, lon=129.0921317, alt=25.852, dist_traveled=null, wp_dist=586, dist_to_home=1.3462252973413214E7, vertical_speed=-0.64225817, ground_speed=24.48276, wind_vel=0.16378291, airspeed=23.949543, gps_hdop=1.21, roll=17.31, pitch=-3.16, yaw=-144.43, ch3percent=60.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1606, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:07, systemid=3, lat=35.0705737, lon=129.0905876, alt=29.694, dist_traveled=null, wp_dist=256, dist_to_home=1.3462251858659204E7, vertical_speed=0.06392421, ground_speed=25.397644, wind_vel=0.1118886, airspeed=24.818613, gps_hdop=1.21, roll=0.87, pitch=-2.39, yaw=-162.38, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:08, systemid=3, lat=35.0703592, lon=129.0904993, alt=29.813, dist_traveled=null, wp_dist=231, dist_to_home=1.346225466562766E7, vertical_speed=0.08012165, ground_speed=25.376617, wind_vel=0.118357375, airspeed=24.843075, gps_hdop=1.21, roll=0.83, pitch=-2.39, yaw=-162.05, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:09, systemid=3, lat=35.0701435, lon=129.0904092, alt=29.869, dist_traveled=null, wp_dist=205, dist_to_home=1.346225738049699E7, vertical_speed=0.003214624, ground_speed=25.38788, wind_vel=0.12575077, airspeed=24.866816, gps_hdop=1.21, roll=0.47, pitch=-2.53, yaw=-161.77, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:10, systemid=3, lat=35.0699286, lon=129.0903182, alt=29.904, dist_traveled=null, wp_dist=180, dist_to_home=1.3462259983418623E7, vertical_speed=0.031138448, ground_speed=25.389828, wind_vel=0.13283096, airspeed=24.88738, gps_hdop=1.21, roll=0.35, pitch=-2.43, yaw=-161.63, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:11, systemid=3, lat=35.0697131, lon=129.0902264, alt=29.924, dist_traveled=null, wp_dist=155, dist_to_home=1.3462262548483953E7, vertical_speed=0.0069557936, ground_speed=25.414984, wind_vel=0.1393109, airspeed=24.89719, gps_hdop=1.21, roll=0.17, pitch=-2.47, yaw=-161.56, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:12, systemid=3, lat=35.0694976, lon=129.0901344, alt=29.965, dist_traveled=null, wp_dist=129, dist_to_home=1.346226509695246E7, vertical_speed=0.058364294, ground_speed=25.440226, wind_vel=0.1460813, airspeed=24.942629, gps_hdop=1.21, roll=-0.03, pitch=-2.36, yaw=-161.51, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:13, systemid=3, lat=35.0692814, lon=129.0900421, alt=29.988, dist_traveled=null, wp_dist=104, dist_to_home=1.3462267653499227E7, vertical_speed=0.007564826, ground_speed=25.464241, wind_vel=0.153359, airspeed=24.92069, gps_hdop=1.21, roll=-0.01, pitch=-2.52, yaw=-161.47, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:14, systemid=3, lat=35.0690664, lon=129.0899503, alt=30.002, dist_traveled=null, wp_dist=78, dist_to_home=1.3462270194738012E7, vertical_speed=0.010090767, ground_speed=25.438204, wind_vel=0.16106252, airspeed=24.954678, gps_hdop=1.21, roll=-0.20, pitch=-2.48, yaw=-161.51, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:15, systemid=3, lat=35.0688515, lon=129.0898586, alt=30.015, dist_traveled=null, wp_dist=53, dist_to_home=1.34622727394173E7, vertical_speed=0.0076894425, ground_speed=25.42321, wind_vel=0.16865115, airspeed=24.970358, gps_hdop=1.21, roll=-0.05, pitch=-2.58, yaw=-161.50, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:16, systemid=3, lat=35.0686353, lon=129.0897665, alt=29.991, dist_traveled=null, wp_dist=280, dist_to_home=1.34622753121459E7, vertical_speed=-0.00508571, ground_speed=25.440228, wind_vel=0.17631736, airspeed=24.96378, gps_hdop=1.21, roll=-0.04, pitch=-2.58, yaw=-161.50, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:17, systemid=3, lat=35.0684249, lon=129.0896553, alt=30.035, dist_traveled=null, wp_dist=258, dist_to_home=1.3462276036851276E7, vertical_speed=0.7505817, ground_speed=25.730427, wind_vel=0.17914322, airspeed=25.06814, gps_hdop=1.21, roll=38.37, pitch=2.31, yaw=-150.92, ch3percent=76.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1767, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:18, systemid=3, lat=35.0682417, lon=129.0894863, alt=30.479, dist_traveled=null, wp_dist=233, dist_to_home=1.3462270715547925E7, vertical_speed=-0.27136388, ground_speed=25.611996, wind_vel=0.18251207, airspeed=25.075968, gps_hdop=1.21, roll=26.44, pitch=-2.40, yaw=-141.22, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:19, systemid=3, lat=35.0680808, lon=129.0892876, alt=30.337, dist_traveled=null, wp_dist=208, dist_to_home=1.3462261896031424E7, vertical_speed=-0.18682171, ground_speed=25.55192, wind_vel=0.18423551, airspeed=25.042591, gps_hdop=1.21, roll=18.47, pitch=-2.57, yaw=-132.94, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:20, systemid=3, lat=35.0679391, lon=129.0890682, alt=30.077, dist_traveled=null, wp_dist=183, dist_to_home=1.3462250466314135E7, vertical_speed=-0.19478478, ground_speed=25.507683, wind_vel=0.18445402, airspeed=25.030014, gps_hdop=1.21, roll=12.19, pitch=-2.69, yaw=-127.32, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1646, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:21, systemid=3, lat=35.0678105, lon=129.0888371, alt=29.871, dist_traveled=null, wp_dist=157, dist_to_home=1.3462237455501113E7, vertical_speed=-0.09079808, ground_speed=25.492533, wind_vel=0.18396936, airspeed=25.049927, gps_hdop=1.21, roll=4.99, pitch=-2.62, yaw=-123.33, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:22, systemid=3, lat=35.0676884, lon=129.0886001, alt=29.774, dist_traveled=null, wp_dist=132, dist_to_home=1.3462223652308624E7, vertical_speed=-0.03601551, ground_speed=25.489143, wind_vel=0.18337715, airspeed=25.031015, gps_hdop=1.21, roll=1.54, pitch=-2.53, yaw=-122.41, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:23, systemid=3, lat=35.0675683, lon=129.088362, alt=29.735, dist_traveled=null, wp_dist=106, dist_to_home=1.3462209664220471E7, vertical_speed=-0.026257122, ground_speed=25.481607, wind_vel=0.18348426, airspeed=25.011902, gps_hdop=1.21, roll=-0.80, pitch=-2.49, yaw=-122.11, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:24, systemid=3, lat=35.0674474, lon=129.0881247, alt=29.734, dist_traveled=null, wp_dist=81, dist_to_home=1.3462195779607862E7, vertical_speed=0.02229788, ground_speed=25.474398, wind_vel=0.18447624, airspeed=25.008236, gps_hdop=1.21, roll=-2.59, pitch=-2.37, yaw=-122.62, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:25, systemid=3, lat=35.0673236, lon=129.087889, alt=29.768, dist_traveled=null, wp_dist=55, dist_to_home=1.3462182163202828E7, vertical_speed=0.045926124, ground_speed=25.480654, wind_vel=0.18638085, airspeed=25.012455, gps_hdop=1.21, roll=-2.93, pitch=-2.34, yaw=-123.37, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:26, systemid=3, lat=35.0671968, lon=129.0876565, alt=29.828, dist_traveled=null, wp_dist=30, dist_to_home=1.3462168951659217E7, vertical_speed=0.07314613, ground_speed=25.467083, wind_vel=0.18936805, airspeed=25.003077, gps_hdop=1.21, roll=-3.00, pitch=-2.25, yaw=-124.51, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:27, systemid=3, lat=35.0670663, lon=129.0874264, alt=29.902, dist_traveled=null, wp_dist=4, dist_to_home=1.3462156111916801E7, vertical_speed=0.020378282, ground_speed=25.45718, wind_vel=0.19276908, airspeed=24.962366, gps_hdop=1.21, roll=-2.17, pitch=-2.50, yaw=-125.41, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:28, systemid=3, lat=35.066934, lon=129.0871982, alt=29.944, dist_traveled=null, wp_dist=110, dist_to_home=1.3462143513389055E7, vertical_speed=0.08050406, ground_speed=25.478014, wind_vel=0.19586697, airspeed=24.934847, gps_hdop=1.21, roll=32.27, pitch=-3.74, yaw=-122.10, ch3percent=67.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1677, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:29, systemid=3, lat=35.0668588, lon=129.0869351, alt=30.769, dist_traveled=null, wp_dist=89, dist_to_home=1.3462125351347381E7, vertical_speed=1.9721652, ground_speed=25.733606, wind_vel=0.19785032, airspeed=25.264898, gps_hdop=1.21, roll=31.35, pitch=2.33, yaw=-100.95, ch3percent=65.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1650, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:30, systemid=3, lat=35.0668445, lon=129.0866562, alt=30.996, dist_traveled=null, wp_dist=952, dist_to_home=1.3462103022364685E7, vertical_speed=-0.06843161, ground_speed=25.61438, wind_vel=0.19899024, airspeed=25.067923, gps_hdop=1.21, roll=41.50, pitch=-0.45, yaw=-88.02, ch3percent=69.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1691, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:31, systemid=3, lat=35.0669073, lon=129.0863872, alt=30.953, dist_traveled=null, wp_dist=958, dist_to_home=1.3462077884249583E7, vertical_speed=0.73283464, ground_speed=26.19407, wind_vel=0.19813389, airspeed=25.502085, gps_hdop=1.21, roll=58.64, pitch=3.66, yaw=-56.97, ch3percent=94.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1947, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:32, systemid=3, lat=35.0670827, lon=129.0862031, alt=32.444, dist_traveled=null, wp_dist=950, dist_to_home=1.3462054453126488E7, vertical_speed=0.21374539, ground_speed=25.853739, wind_vel=0.192286, airspeed=25.531315, gps_hdop=1.21, roll=52.83, pitch=0.52, yaw=-28.32, ch3percent=66.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1669, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:33, systemid=3, lat=35.0672997, lon=129.0861059, alt=32.471, dist_traveled=null, wp_dist=935, dist_to_home=1.346203623264338E7, vertical_speed=-0.31127444, ground_speed=25.631884, wind_vel=0.18364656, airspeed=25.305994, gps_hdop=1.21, roll=50.05, pitch=-0.64, yaw=-5.86, ch3percent=63.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1631, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:34, systemid=3, lat=35.0675279, lon=129.0861134, alt=31.971, dist_traveled=null, wp_dist=913, dist_to_home=1.3462026120256511E7, vertical_speed=-0.86087537, ground_speed=25.410225, wind_vel=0.17280369, airspeed=25.05679, gps_hdop=1.21, roll=43.70, pitch=-2.27, yaw=12.71, ch3percent=58.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1582, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:35, systemid=3, lat=35.0677429, lon=129.086206, alt=30.979, dist_traveled=null, wp_dist=889, dist_to_home=1.3462023646828035E7, vertical_speed=-1.0452384, ground_speed=25.303192, wind_vel=0.15985262, airspeed=24.91251, gps_hdop=1.21, roll=36.32, pitch=-3.15, yaw=24.20, ch3percent=57.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1572, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:36, systemid=3, lat=35.067933, lon=129.0863557, alt=29.875, dist_traveled=null, wp_dist=864, dist_to_home=1.3462027053296704E7, vertical_speed=-0.9742729, ground_speed=25.235754, wind_vel=0.1455324, airspeed=24.756477, gps_hdop=1.21, roll=20.08, pitch=-3.93, yaw=37.38, ch3percent=58.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1587, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:37, systemid=3, lat=35.0681045, lon=129.086538, alt=28.916, dist_traveled=null, wp_dist=838, dist_to_home=1.3462034022848288E7, vertical_speed=-0.7418739, ground_speed=25.294178, wind_vel=0.13081965, airspeed=24.807676, gps_hdop=1.21, roll=10.20, pitch=-3.76, yaw=41.74, ch3percent=62.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1621, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:38, systemid=3, lat=35.0682662, lon=129.0867318, alt=28.422, dist_traveled=null, wp_dist=814, dist_to_home=1.3462042401527323E7, vertical_speed=-0.2574983, ground_speed=25.323725, wind_vel=0.11435796, airspeed=24.830532, gps_hdop=1.21, roll=0.68, pitch=-2.89, yaw=44.18, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:39, systemid=3, lat=35.0684284, lon=129.0869278, alt=28.268, dist_traveled=null, wp_dist=789, dist_to_home=1.3462050937995454E7, vertical_speed=0.023654928, ground_speed=25.432077, wind_vel=0.1004313, airspeed=24.940817, gps_hdop=1.21, roll=-5.02, pitch=-2.21, yaw=43.68, ch3percent=67.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1673, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:40, systemid=3, lat=35.0685957, lon=129.0871185, alt=28.414, dist_traveled=null, wp_dist=764, dist_to_home=1.346205879740637E7, vertical_speed=0.2096819, ground_speed=25.428852, wind_vel=0.08694033, airspeed=24.943043, gps_hdop=1.21, roll=-7.07, pitch=-1.80, yaw=41.74, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:41, systemid=3, lat=35.0687683, lon=129.0873, alt=28.667, dist_traveled=null, wp_dist=738, dist_to_home=1.3462065648724034E7, vertical_speed=0.299234, ground_speed=25.433615, wind_vel=0.0739403, airspeed=25.013456, gps_hdop=1.21, roll=-7.25, pitch=-1.71, yaw=38.76, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:42, systemid=3, lat=35.0689485, lon=129.0874739, alt=29.002, dist_traveled=null, wp_dist=713, dist_to_home=1.3462071515737638E7, vertical_speed=0.23393504, ground_speed=25.416191, wind_vel=0.0619438, airspeed=24.96001, gps_hdop=1.21, roll=-6.79, pitch=-1.90, yaw=37.09, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:43, systemid=3, lat=35.0691325, lon=129.0876381, alt=29.273, dist_traveled=null, wp_dist=688, dist_to_home=1.3462076403968157E7, vertical_speed=0.18391249, ground_speed=25.368694, wind_vel=0.053255185, airspeed=24.925035, gps_hdop=1.21, roll=-5.19, pitch=-2.02, yaw=34.96, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:44, systemid=3, lat=35.0693202, lon=129.0877958, alt=29.489, dist_traveled=null, wp_dist=662, dist_to_home=1.34620805820215E7, vertical_speed=0.17594099, ground_speed=25.35253, wind_vel=0.049535684, airspeed=24.889698, gps_hdop=1.21, roll=-3.54, pitch=-2.14, yaw=33.13, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:45, systemid=3, lat=35.0695109, lon=129.0879491, alt=29.656, dist_traveled=null, wp_dist=637, dist_to_home=1.3462084256002223E7, vertical_speed=0.11838803, ground_speed=25.40195, wind_vel=0.049415067, airspeed=24.894777, gps_hdop=1.21, roll=-1.92, pitch=-2.27, yaw=32.32, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:46, systemid=3, lat=35.0697028, lon=129.0880994, alt=29.777, dist_traveled=null, wp_dist=611, dist_to_home=1.3462087626018072E7, vertical_speed=0.08760778, ground_speed=25.379892, wind_vel=0.05186771, airspeed=24.866405, gps_hdop=1.21, roll=-0.86, pitch=-2.38, yaw=31.82, ch3percent=65.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1654, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 06:05:47] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:05:47, systemid=3, lat=35.0698949, lon=129.0882481, alt=29.848, dist_traveled=null, wp_dist=586, dist_to_home=1.3462090854554093E7, vertical_speed=0.021926012, ground_speed=25.3782, wind_vel=0.056648705, airspeed=24.834213, gps_hdop=1.21, roll=-0.31, pitch=-2.47, yaw=31.75, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
