[2025-04-10 04:38:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:08, systemid=3, lat=35.0674927, lon=129.086094, alt=31.895, dist_traveled=null, wp_dist=919, dist_to_home=1.3462026175565667E7, vertical_speed=-0.6590012, ground_speed=25.542599, wind_vel=0.19297527, airspeed=25.180548, gps_hdop=1.21, roll=46.40, pitch=-1.66, yaw=6.71, ch3percent=59.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1597}
[2025-04-10 04:38:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:09, systemid=3, lat=35.0677081, lon=129.0861794, alt=31.023, dist_traveled=null, wp_dist=895, dist_to_home=1.3462023089553729E7, vertical_speed=-1.002894, ground_speed=25.274899, wind_vel=0.18045756, airspeed=24.963171, gps_hdop=1.21, roll=37.29, pitch=-3.01, yaw=22.89, ch3percent=57.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1570, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:55:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:53, systemid=3, lat=35.0673843, lon=129.0860943, alt=32.377, dist_traveled=null, wp_dist=929, dist_to_home=1.3462031297731217E7, vertical_speed=-0.5286852, ground_speed=25.534708, wind_vel=0.19165675, airspeed=25.201359, gps_hdop=1.21, roll=47.75, pitch=-1.26, yaw=1.76, ch3percent=61.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1614, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:55:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:54, systemid=3, lat=35.0676081, lon=129.0861373, alt=31.684, dist_traveled=null, wp_dist=907, dist_to_home=1.3462024319966773E7, vertical_speed=-1.0119193, ground_speed=25.277843, wind_vel=0.1813393, airspeed=24.936193, gps_hdop=1.21, roll=40.11, pitch=-2.84, yaw=18.90, ch3percent=57.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1571, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:55:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:55, systemid=3, lat=35.0678143, lon=129.0862552, alt=30.518, dist_traveled=null, wp_dist=882, dist_to_home=1.3462024346836017E7, vertical_speed=-1.0820234, ground_speed=25.24131, wind_vel=0.16938955, airspeed=24.84026, gps_hdop=1.21, roll=28.46, pitch=-3.72, yaw=31.84, ch3percent=57.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1574, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:55:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:56, systemid=3, lat=35.0679968, lon=129.0864205, alt=29.402, dist_traveled=null, wp_dist=856, dist_to_home=1.3462029397192908E7, vertical_speed=-0.8517074, ground_speed=25.282778, wind_vel=0.15633808, airspeed=24.7947, gps_hdop=1.21, roll=14.62, pitch=-3.85, yaw=39.92, ch3percent=59.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1599, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:55:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:57, systemid=3, lat=35.0681634, lon=129.0866088, alt=28.614, dist_traveled=null, wp_dist=831, dist_to_home=1.346203709194355E7, vertical_speed=-0.43598568, ground_speed=25.38244, wind_vel=0.14247975, airspeed=24.868727, gps_hdop=1.21, roll=3.42, pitch=-3.24, yaw=43.58, ch3percent=63.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1634, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:55:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:58, systemid=3, lat=35.068326, lon=129.0868057, alt=28.249, dist_traveled=null, wp_dist=806, dist_to_home=1.346204568390813E7, vertical_speed=-0.04850079, ground_speed=25.430601, wind_vel=0.12792118, airspeed=24.92609, gps_hdop=1.21, roll=-3.29, pitch=-2.32, yaw=43.98, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:55:59, systemid=3, lat=35.0684888, lon=129.0869984, alt=28.292, dist_traveled=null, wp_dist=782, dist_to_home=1.3462053919961073E7, vertical_speed=0.16636579, ground_speed=25.428392, wind_vel=0.1123527, airspeed=24.94282, gps_hdop=1.21, roll=-6.44, pitch=-1.89, yaw=42.39, ch3percent=67.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1672, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:00, systemid=3, lat=35.0686584, lon=129.0871857, alt=28.506, dist_traveled=null, wp_dist=756, dist_to_home=1.3462061390765669E7, vertical_speed=0.24433495, ground_speed=25.404015, wind_vel=0.09804383, airspeed=24.981558, gps_hdop=1.21, roll=-7.41, pitch=-1.73, yaw=40.07, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:01, systemid=3, lat=35.0688338, lon=129.0873637, alt=28.782, dist_traveled=null, wp_dist=731, dist_to_home=1.3462067821717126E7, vertical_speed=0.29566467, ground_speed=25.403559, wind_vel=0.08650897, airspeed=24.984957, gps_hdop=1.21, roll=-6.94, pitch=-1.68, yaw=37.67, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:03, systemid=3, lat=35.0690155, lon=129.0875335, alt=29.094, dist_traveled=null, wp_dist=706, dist_to_home=1.3462073280019218E7, vertical_speed=0.25528678, ground_speed=25.412392, wind_vel=0.077507235, airspeed=24.967066, gps_hdop=1.21, roll=-5.66, pitch=-1.88, yaw=35.64, ch3percent=66.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1665, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:03, systemid=3, lat=35.0692027, lon=129.0876965, alt=29.386, dist_traveled=null, wp_dist=680, dist_to_home=1.3462077918750634E7, vertical_speed=0.18525082, ground_speed=25.417883, wind_vel=0.07218092, airspeed=24.90254, gps_hdop=1.21, roll=-4.33, pitch=-2.08, yaw=34.06, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:04, systemid=3, lat=35.0693911, lon=129.0878519, alt=29.609, dist_traveled=null, wp_dist=655, dist_to_home=1.3462081874159964E7, vertical_speed=0.1103503, ground_speed=25.356136, wind_vel=0.06834605, airspeed=24.87327, gps_hdop=1.21, roll=-2.84, pitch=-2.24, yaw=32.79, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:06, systemid=3, lat=35.0695824, lon=129.088004, alt=29.748, dist_traveled=null, wp_dist=629, dist_to_home=1.3462085420915041E7, vertical_speed=0.03872998, ground_speed=25.38853, wind_vel=0.06797162, airspeed=24.837677, gps_hdop=1.21, roll=-1.58, pitch=-2.45, yaw=32.03, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:07, systemid=3, lat=35.0697743, lon=129.0881535, alt=29.839, dist_traveled=null, wp_dist=604, dist_to_home=1.3462088724910274E7, vertical_speed=0.005814583, ground_speed=25.393114, wind_vel=0.06943561, airspeed=24.811665, gps_hdop=1.21, roll=-0.54, pitch=-2.53, yaw=31.75, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:07, systemid=3, lat=35.0699669, lon=129.0883025, alt=29.89, dist_traveled=null, wp_dist=579, dist_to_home=1.3462091954625154E7, vertical_speed=0.02113832, ground_speed=25.41204, wind_vel=0.07254071, airspeed=24.915699, gps_hdop=1.21, roll=-0.02, pitch=-2.47, yaw=31.57, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:08, systemid=3, lat=35.0701582, lon=129.0884504, alt=29.912, dist_traveled=null, wp_dist=554, dist_to_home=1.3462095154639577E7, vertical_speed=0.003423434, ground_speed=25.375809, wind_vel=0.07796583, airspeed=24.901302, gps_hdop=1.21, roll=0.23, pitch=-2.44, yaw=31.66, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:09, systemid=3, lat=35.0703504, lon=129.0885996, alt=29.908, dist_traveled=null, wp_dist=528, dist_to_home=1.346209841940809E7, vertical_speed=0.021480026, ground_speed=25.396439, wind_vel=0.08468266, airspeed=24.946718, gps_hdop=1.21, roll=0.77, pitch=-2.42, yaw=31.88, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:10, systemid=3, lat=35.0705425, lon=129.0887502, alt=29.93, dist_traveled=null, wp_dist=503, dist_to_home=1.3462101804205738E7, vertical_speed=2.2289074E-4, ground_speed=25.432182, wind_vel=0.091161236, airspeed=24.919186, gps_hdop=1.21, roll=0.39, pitch=-2.53, yaw=32.14, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:12, systemid=3, lat=35.0707349, lon=129.0889025, alt=29.951, dist_traveled=null, wp_dist=477, dist_to_home=1.3462105314958356E7, vertical_speed=0.061316397, ground_speed=25.459341, wind_vel=0.09796381, airspeed=24.948103, gps_hdop=1.21, roll=0.09, pitch=-2.41, yaw=32.32, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:12, systemid=3, lat=35.0709259, lon=129.0890546, alt=29.997, dist_traveled=null, wp_dist=452, dist_to_home=1.3462108874933774E7, vertical_speed=-0.051107753, ground_speed=25.47463, wind_vel=0.10446172, airspeed=24.935791, gps_hdop=1.21, roll=-0.01, pitch=-2.67, yaw=32.38, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:13, systemid=3, lat=35.071119, lon=129.0892086, alt=29.995, dist_traveled=null, wp_dist=426, dist_to_home=1.3462112492697896E7, vertical_speed=-0.0015481015, ground_speed=25.528715, wind_vel=0.10992976, airspeed=24.959404, gps_hdop=1.21, roll=-0.10, pitch=-2.57, yaw=32.38, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:14, systemid=3, lat=35.07131, lon=129.089361, alt=30.022, dist_traveled=null, wp_dist=401, dist_to_home=1.3462116077156754E7, vertical_speed=-0.001536752, ground_speed=25.472477, wind_vel=0.11725159, airspeed=24.936573, gps_hdop=1.21, roll=-0.01, pitch=-2.46, yaw=32.47, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:15, systemid=3, lat=35.0715001, lon=129.0895132, alt=29.974, dist_traveled=null, wp_dist=376, dist_to_home=1.3462119687324893E7, vertical_speed=-0.052175466, ground_speed=25.463715, wind_vel=0.12505758, airspeed=25.015844, gps_hdop=1.21, roll=-0.10, pitch=-2.55, yaw=32.56, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:16, systemid=3, lat=35.0716912, lon=129.0896663, alt=29.944, dist_traveled=null, wp_dist=350, dist_to_home=1.3462123324550666E7, vertical_speed=0.021894611, ground_speed=25.468555, wind_vel=0.13315015, airspeed=25.01457, gps_hdop=1.21, roll=-0.03, pitch=-2.41, yaw=32.53, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:17, systemid=3, lat=35.0718831, lon=129.0898203, alt=29.992, dist_traveled=null, wp_dist=325, dist_to_home=1.3462126998238688E7, vertical_speed=0.018807974, ground_speed=25.479849, wind_vel=0.14019808, airspeed=25.00712, gps_hdop=1.21, roll=-0.16, pitch=-2.49, yaw=32.64, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:18, systemid=3, lat=35.0720741, lon=129.0899736, alt=30.019, dist_traveled=null, wp_dist=299, dist_to_home=1.3462130656403894E7, vertical_speed=0.023896668, ground_speed=25.457312, wind_vel=0.1478598, airspeed=24.984686, gps_hdop=1.21, roll=-0.31, pitch=-2.49, yaw=32.55, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:20, systemid=3, lat=35.0722658, lon=129.0901271, alt=30.029, dist_traveled=null, wp_dist=274, dist_to_home=1.3462134298009535E7, vertical_speed=0.005450998, ground_speed=25.486153, wind_vel=0.15395887, airspeed=24.979195, gps_hdop=1.21, roll=-0.10, pitch=-2.57, yaw=32.50, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:21, systemid=3, lat=35.0724567, lon=129.0902796, alt=30.04, dist_traveled=null, wp_dist=248, dist_to_home=1.3462137894651856E7, vertical_speed=-0.013456685, ground_speed=25.467762, wind_vel=0.16160114, airspeed=24.957325, gps_hdop=1.21, roll=-0.03, pitch=-2.53, yaw=32.53, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:22, systemid=3, lat=35.0726484, lon=129.090433, alt=30.039, dist_traveled=null, wp_dist=223, dist_to_home=1.3462141527754486E7, vertical_speed=0.009804452, ground_speed=25.503847, wind_vel=0.16685648, airspeed=24.959623, gps_hdop=1.21, roll=-0.16, pitch=-2.53, yaw=32.42, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:23, systemid=3, lat=35.0728394, lon=129.0905854, alt=30.025, dist_traveled=null, wp_dist=197, dist_to_home=1.3462145111191621E7, vertical_speed=-0.016335431, ground_speed=25.469683, wind_vel=0.17427391, airspeed=24.97628, gps_hdop=1.21, roll=0.05, pitch=-2.52, yaw=32.35, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:24, systemid=3, lat=35.0730311, lon=129.0907385, alt=30.001, dist_traveled=null, wp_dist=172, dist_to_home=1.3462148719299128E7, vertical_speed=0.037326608, ground_speed=25.499771, wind_vel=0.17970613, airspeed=25.00536, gps_hdop=1.21, roll=0.08, pitch=-2.46, yaw=32.54, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:25, systemid=3, lat=35.0732228, lon=129.0908919, alt=30.016, dist_traveled=null, wp_dist=146, dist_to_home=1.3462152352016494E7, vertical_speed=0.03897109, ground_speed=25.518267, wind_vel=0.18537204, airspeed=25.014334, gps_hdop=1.21, roll=-0.21, pitch=-2.44, yaw=32.45, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:26, systemid=3, lat=35.0734152, lon=129.0910455, alt=30.067, dist_traveled=null, wp_dist=121, dist_to_home=1.3462155968171597E7, vertical_speed=-0.056731284, ground_speed=25.528421, wind_vel=0.18971503, airspeed=24.956211, gps_hdop=1.21, roll=0.08, pitch=-2.65, yaw=32.50, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:26, systemid=3, lat=35.073607, lon=129.0911988, alt=30.036, dist_traveled=null, wp_dist=95, dist_to_home=1.346215958768153E7, vertical_speed=0.009200083, ground_speed=25.519106, wind_vel=0.19540124, airspeed=24.98383, gps_hdop=1.21, roll=0.22, pitch=-2.51, yaw=32.57, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:27, systemid=3, lat=35.0737966, lon=129.0913506, alt=30.015, dist_traveled=null, wp_dist=70, dist_to_home=1.3462163186855385E7, vertical_speed=-0.059373483, ground_speed=25.446655, wind_vel=0.20303695, airspeed=25.01218, gps_hdop=1.21, roll=0.07, pitch=-2.58, yaw=32.49, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:28, systemid=3, lat=35.0739879, lon=129.091504, alt=29.988, dist_traveled=null, wp_dist=642, dist_to_home=1.3462166837874293E7, vertical_speed=-0.0062046237, ground_speed=25.46912, wind_vel=0.208679, airspeed=24.988585, gps_hdop=1.21, roll=45.26, pitch=-4.55, yaw=37.30, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:29, systemid=3, lat=35.0741305, lon=129.0917103, alt=29.925, dist_traveled=null, wp_dist=663, dist_to_home=1.3462177141632183E7, vertical_speed=2.1782506, ground_speed=24.25411, wind_vel=0.21003605, airspeed=24.317076, gps_hdop=1.21, roll=53.21, pitch=5.35, yaw=85.03, ch3percent=50.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1508, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:30, systemid=3, lat=35.0741291, lon=129.091969, alt=30.724, dist_traveled=null, wp_dist=671, dist_to_home=1.3462198539707154E7, vertical_speed=-1.6023153, ground_speed=23.111853, wind_vel=0.20948647, airspeed=22.814741, gps_hdop=1.21, roll=54.91, pitch=-2.77, yaw=102.65, ch3percent=43.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1437, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:31, systemid=3, lat=35.0740515, lon=129.0922017, alt=29.034, dist_traveled=null, wp_dist=670, dist_to_home=1.3462221378183277E7, vertical_speed=-1.3731449, ground_speed=23.36698, wind_vel=0.2067587, airspeed=22.886002, gps_hdop=1.21, roll=55.45, pitch=-1.95, yaw=134.16, ch3percent=56.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1562, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:32, systemid=3, lat=35.073884, lon=129.0923505, alt=27.837, dist_traveled=null, wp_dist=659, dist_to_home=1.3462241527157003E7, vertical_speed=-0.5104118, ground_speed=23.80314, wind_vel=0.20010099, airspeed=23.289227, gps_hdop=1.21, roll=53.81, pitch=0.02, yaw=165.56, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:33, systemid=3, lat=35.0736722, lon=129.0923759, alt=27.283, dist_traveled=null, wp_dist=638, dist_to_home=1.346225358447343E7, vertical_speed=-0.4335441, ground_speed=24.156162, wind_vel=0.19094704, airspeed=23.608383, gps_hdop=1.21, roll=47.54, pitch=-0.56, yaw=-170.06, ch3percent=62.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1629, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:56:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:56:34, systemid=3, lat=35.0734651, lon=129.0922967, alt=26.735, dist_traveled=null, wp_dist=615, dist_to_home=1.3462256795368934E7, vertical_speed=-0.67747563, ground_speed=24.352242, wind_vel=0.17969362, airspeed=23.771118, gps_hdop=1.21, roll=34.37, pitch=-2.22, yaw=-153.32, ch3percent=59.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1591, waypoints=[], home_location={lon=0.0, lat=0.0}}
